Rsq	Adj_Rsq	Fstat	EtaSq	Fstat_	pval
Extract ID	0.885702234406357	0.855540324041368	29.3649249562936	0.885702234406357	29.3649249562936	2.80749536370603e-75
Site	0.189317563648187	0.148783441830597	4.67057272142575	0.189317563648187	4.67057272142575	3.04751671764327e-07
Subspecies	0.0928610043383408	0.0827816821643225	9.21302075031489	0.0928610043383404	9.21302075031484	8.00839953628784e-06
Total DNA Concentration (ng/ul)	0.00901798964220192	0.00537467342765119	2.47521464268892	0.00901798964220192	2.47521464268892	0.116816084393036
Endogenous DNA (qPCR - pg/ul)	0.0459114680390435	0.0424037896127164	13.0888475107789	0.0459114680390435	13.0888475107789	0.000354055834311236
% Endogenous DNA	0.159103840895204	0.156012310898496	51.464433812573	0.159103840895204	51.4644338125729	6.92418107173356e-12
Average Fragment Size	0.023389267845736	0.0197987872128158	6.51424425779837	0.0233892678457359	6.51424425779835	0.0112482962547068
Sequencing Batch	0.343455521399545	0.338610174694007	70.8835801175925	0.343455521399545	70.8835801175926	1.73497323833159e-25
Pool	0.176941250004551	0.170867015687241	29.1298031589473	0.176941250004551	29.1298031589473	3.47438800899879e-12
Capture Pool	0.449498957525451	0.412942247673626	12.2959358035063	0.449498957525451	12.2959358035062	1.01644301868582e-24
Starting DNA (ug)	0.0588000154851993	0.0553397214244832	16.9927799353068	0.0588000154851994	16.9927799353069	4.98716525089482e-05
